course_id,neg_count,pos_count,num_chapters,n_videos,n_exercises,n_problems,n_users_content_interaction,assignment_coverage,video_coverage,discussion_coverage,problems_attempted,attempts_total,correct_total,correct_rate_course,comments_total,commenters_total,views_total,viewers_total,unique_videos_viewed,enrollment_count,num_inactive_users,inactive_rate,avg_video_duration_sec,avg_exercise_correct_rate_course,avg_exercise_attempt_rate_course,avg_video_access_rate_course,qs_rank,progress_ratio,CQS_num,course_name,CQV,CQS
C_681152,0,0,7,17,2,6,0.0,0.0,0,0.0,6,18,0,0.0,0.0,0.0,0.0,0.0,0,425,425.0,1.0,,0.0,0.0,0.0,,0.0,0,科学传播公开课,0.0363481157381268,Needs Improvement
C_680805,2,14,8,27,2,2,14.0,0.0,0,1.0,0,0,0,0.0,22.0,14.0,0.0,0.0,0,4828,4814.0,0.9971002485501242,925.126625,0.0,0.0,0.0,20.0,0.0,1,中国工笔人物画赏析与创作,0.2711310131443374,Acceptable
C_1945689,2,5,13,50,26,102,95.0,0.0,1,1.0,100,3481,3002,0.0,17.0,9.0,216.0,91.0,13,184,89.0,0.483695652173913,,0.732843137254902,0.2884615384615385,0.0432967032967032,205.0,0.0,1,机器学习训练营,0.3470630606928037,Acceptable
C_682388,0,0,12,42,16,105,3.0,0.0,0,1.0,0,0,0,0.0,3.0,3.0,0.0,0.0,0,6053,6050.0,0.999504377994383,547.5525675675675,0.0,0.0,0.0,192.0,0.0,1,园林植物景观学原理与方法,0.2232723867893153,Acceptable
C_947667,0,0,12,46,35,267,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,,0.0,0.0,0.0,,0.0,0,税收学（2018秋）,0.0,Needs Improvement
C_1756063,1,10,9,76,47,445,1476.0,0.0,1,1.0,400,53016,48976,0.0,545.0,108.0,8078.0,1412.0,66,4754,3278.0,0.6895246108540176,367.6004736842105,0.8836678004535147,0.8348530901722391,0.0542437006113016,20.0,0.0,2,Conversational English Skills,0.5600328517805689,Excellent
C_682480,1,2,9,21,23,116,7.0,0.0,1,1.0,23,23,14,0.0,10.0,7.0,1.0,1.0,1,3603,3596.0,0.9980571745767416,,0.0,0.0,0.0476190476190476,396.0,0.0,0,生理学,0.2160661838668708,Needs Improvement
C_735143,11,34,18,149,17,153,51.0,0.0,0,1.0,0,0,0,0.0,332.0,51.0,0.0,0.0,0,15132,15081.0,0.996629659000793,,0.0,0.0,0.0,428.0,0.0,1,军事理论,0.2185099849655045,Acceptable
C_681747,0,0,8,40,8,30,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,909.64275,0.0,0.0,0.0,20.0,0.0,0,明·园境赏析：明代36佳境,0.0,Needs Improvement
C_681606,0,0,6,39,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,,0.0,0.0,0.0,205.0,0.0,0,云计算专业微学位（入门课程）,0.0,Needs Improvement
C_917306,4,3,12,25,12,94,23.0,0.0,0,1.0,0,0,0,0.0,30.0,23.0,0.0,0.0,0,5549,5526.0,0.9958551090286538,,0.0,0.0,0.0,,0.0,1,国际经济学,0.2221602207252304,Acceptable
C_697041,3,0,9,48,9,86,13.0,0.0,0,1.0,0,0,0,0.0,37.0,13.0,0.0,0.0,0,4271,4258.0,0.9969562163427768,,0.0,0.0,0.0,,0.0,1,英语语言学,0.2262006512675489,Acceptable
C_911133,2,0,9,36,9,133,7.0,0.0,0,1.0,0,0,0,0.0,7.0,7.0,0.0,0.0,0,563,556.0,0.9875666074600356,602.7935142857143,0.0,0.0,0.0,,0.0,1,固定消防设施,0.2262006512675489,Acceptable
C_697195,0,0,3,75,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,96,96.0,1.0,,0.0,0.0,0.0,205.0,0.0,0,区块链应用工程师微学位,0.0,Needs Improvement
C_2333040,0,0,9,9,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,,0.0,0.0,0.0,205.0,0.0,0,火线战“疫”系列课程——《新型冠状病毒肺炎的诊疗与防控》,0.0,Needs Improvement
C_890265,0,0,4,32,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2,2.0,1.0,,0.0,0.0,0.0,,0.0,0,大数据分析师（第一期）,0.0,Needs Improvement
C_682164,1,0,4,4,0,0,11.0,0.0,1,1.0,0,0,0,0.0,1.0,1.0,11.0,10.0,3,1112,1101.0,0.9901079136690648,,0.0,0.0,0.275,20.0,0.0,0,清华大学计算机科学与技术系六十周年系庆学术报告（一）理论,0.0469243276828938,Needs Improvement
C_680808,0,7,8,79,15,157,21.0,0.0,0,1.0,0,0,0,0.0,37.0,21.0,0.0,0.0,0,10363,10342.0,0.9979735597799864,695.18312,0.0,0.0,0.0,20.0,0.0,1,建筑环境学,0.2281819352982207,Acceptable
C_1992917,0,0,6,31,6,31,231.0,0.0,1,0.0,3,6,4,0.0,0.0,0.0,652.0,231.0,21,1617,1386.0,0.8571428571428571,,0.0,0.0,0.088255830191314,,0.0,0,猪生产,0.1745057347528068,Needs Improvement
C_1724286,0,0,11,42,40,342,5.0,0.0,0,1.0,0,0,0,0.0,22.0,5.0,0.0,0.0,0,318,313.0,0.9842767295597484,,0.0,0.0,0.0,,0.0,1,体验式英语视听说写,0.2232723867893153,Acceptable
C_1910426,0,0,8,8,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,,0.0,0.0,0.0,1001.0,0.0,0,“抗击疫情”专题在线公益讲座——西北大学,0.0,Needs Improvement
C_682523,4,0,9,113,9,90,11.0,0.0,0,1.0,0,0,0,0.0,13.0,11.0,0.0,0.0,0,9838,9827.0,0.9988818865623094,507.7777610619469,0.0,0.0,0.0,39.0,0.0,1,互联网金融,0.2262006512675489,Acceptable
C_697144,2,8,14,83,12,200,18.0,0.0,1,1.0,168,506,262,0.0,45.0,13.0,80.0,4.0,5,3055,3037.0,0.9941080196399346,391.0016626506024,0.995,0.9166666666666666,0.1656626506024096,,0.0,1,药剂学,0.2919316716130193,Acceptable
C_696513,0,0,8,79,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,,0.0,0.0,0.0,,0.0,0,深度学习实战训练营,0.0,Needs Improvement
C_1894960,0,0,1,9,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2,2.0,1.0,,0.0,0.0,0.0,,0.0,0,21考研英语冲刺班,0.0,Needs Improvement
C_681519,4,8,15,15,1,1,9.0,0.0,0,1.0,0,0,0,0.0,15.0,9.0,0.0,0.0,0,2206,2197.0,0.9959202175883952,,0.0,0.0,0.0,20.0,0.0,1,创新药物研发与产业化,0.2928932188134524,Acceptable
C_922877,1,3,9,55,28,63,23.0,0.0,0,1.0,0,0,0,0.0,130.0,23.0,0.0,0.0,0,2418,2395.0,0.9904880066170388,,0.0,0.0,0.0,,0.0,1,计算机网络,0.2262006512675489,Acceptable
C_936913,1,8,10,18,18,54,16.0,0.0,0,1.0,31,166,131,0.0,25.0,15.0,1.0,1.0,0,13295,13279.0,0.9987965400526514,565.2605384615384,0.0,0.0,0.0555555555555555,20.0,0.0,1,实验室安全密码,0.3191388983282249,Acceptable
C_735053,0,0,9,55,7,69,0.0,0.0,0,0.0,29,34,17,0.0,0.0,0.0,0.0,0.0,0,521,521.0,1.0,,0.0,0.0,0.0,,0.0,1,燃烧学,0.3122036013562085,Acceptable
C_1908918,0,0,4,10,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,47,47.0,1.0,,0.0,0.0,0.0,,0.0,0,MBA学员如何进行案例学习和分析,0.0,Needs Improvement
C_677241,1,0,8,23,16,31,6.0,0.0,0,1.0,0,0,0,0.0,11.0,6.0,0.0,0.0,0,1405,1399.0,0.995729537366548,551.1151578947369,0.0,0.0,0.0,1001.0,0.0,1,校园心理学：让每一个学生顺利成长,0.230690741837928,Acceptable
C_948423,2,0,8,43,8,172,38.0,0.0,0,1.0,0,0,0,0.0,170.0,38.0,0.0,0.0,0,14334,14296.0,0.9973489605134644,,0.0,0.0,0.0,,0.0,1,文献信息检索与利用,0.2281819352982207,Acceptable
C_2328505,0,0,15,78,12,261,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,11,11.0,1.0,,0.0,0.0,0.0,,0.0,0,生物化学,0.0,Needs Improvement
C_911664,0,0,6,73,5,44,8.0,0.0,1,1.0,40,89,53,0.0,17.0,5.0,18.0,3.0,16,1219,1211.0,0.9934372436423298,,0.0,0.0,0.0776255707762557,448.0,0.0,2,企业战略管理,0.427969933990912,Excellent
C_2308101,0,0,7,32,7,78,1.0,0.0,0,0.0,78,78,78,0.0,0.0,0.0,0.0,0.0,0,211,210.0,0.995260663507109,,0.5,0.1428571428571428,0.0,,0.0,2,机器人技术基础,0.5067812103123309,Excellent
C_681318,0,0,13,87,14,95,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,450.3885949367088,0.0,0.0,0.0,205.0,0.0,0,聆听台湾的音乐,0.0,Needs Improvement
C_1776296,0,0,8,55,8,60,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,451.67545454545456,0.0,0.0,0.0,,0.0,0,玩转网络营销,0.0,Needs Improvement
C_1771167,0,0,4,32,32,107,11.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,13.0,11.0,0,82,71.0,0.8658536585365854,411.929875,0.0,0.0,0.0369318181818181,,0.0,0,Ansai Waist,0.0,Needs Improvement
C_2343056,0,0,1,13,13,118,0.0,0.0,0,0.0,36,54,35,0.0,0.0,0.0,0.0,0.0,0,90,90.0,1.0,,0.0,0.0,0.0,,0.0,2,运动训练基本原理与方法,0.7669448065227307,Excellent
C_696812,0,0,6,25,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,66,66.0,1.0,,0.0,0.0,0.0,,0.0,0,股权融资相关法律知识,0.0,Needs Improvement
C_697094,2,0,4,37,11,305,5.0,0.0,0,1.0,0,0,0,0.0,12.0,5.0,0.0,0.0,0,3265,3260.0,0.998468606431853,,0.0,0.0,0.0,,0.0,1,生活中的财务,0.2448096266503392,Acceptable
C_677157,0,0,9,24,5,43,2.0,0.0,0,1.0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,2573,2571.0,0.9992226972405752,840.2777916666668,0.0,0.0,0.0,801.0,0.0,1,互联网大规模数据分析技术,0.2448096266503392,Acceptable
C_735049,0,1,15,63,24,172,7.0,0.0,0,1.0,0,0,0,0.0,11.0,7.0,0.0,0.0,0,5050,5043.0,0.9986138613861386,,0.0,0.0,0.0,,0.0,1,程序设计基础,0.2196866726186916,Acceptable
C_681666,0,0,9,28,20,35,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,714,714.0,1.0,1106.094,0.0,0.0,0.0,,0.0,0,中国文化名著导读,0.0,Needs Improvement
C_2229915,0,0,13,49,13,196,11.0,0.0,1,0.0,196,209,114,0.0,0.0,0.0,28.0,11.0,1,238,227.0,0.953781512605042,,0.0,0.0,0.0500927643784786,,0.0,2,有效交流,0.409196374314541,Excellent
C_681647,0,23,5,34,18,117,11.0,0.0,0,1.0,0,0,0,0.0,27.0,11.0,0.0,0.0,0,2796,2785.0,0.996065808297568,827.52668,0.0,0.0,0.0,,0.0,1,服装CAD应用,0.2384226894136091,Acceptable
C_735330,0,0,4,40,9,196,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,17,17.0,1.0,,0.0,0.0,0.0,205.0,0.0,0,机械设计基础,0.0,Needs Improvement
C_1123848,0,0,8,19,7,71,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,429,429.0,1.0,,0.0,0.0,0.0,,0.0,0,可编程逻辑器件及硬件描述语言,0.0,Needs Improvement
C_1750814,0,0,8,42,8,77,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,334,334.0,1.0,,0.0,0.0,0.0,,0.0,0,地理信息系统开发基础,0.0,Needs Improvement
C_948046,0,0,8,98,2,44,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2175,2175.0,1.0,,0.0,0.0,0.0,,0.0,0,光电检测技术,0.0,Needs Improvement
C_682021,0,0,6,22,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,,0.0,0.0,0.0,20.0,0.0,0,智能车制作：电子技术,0.0,Needs Improvement
C_696667,0,3,7,48,48,576,4.0,0.0,1,1.0,0,0,0,0.0,6.0,3.0,7.0,1.0,7,807,803.0,0.9950433705080544,643.6291875000001,0.0,0.0,0.1458333333333333,484.0,0.0,1,设施园艺学,0.3309852979932846,Acceptable
C_2308107,0,0,8,18,17,64,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,9,9.0,1.0,,0.0,0.0,0.0,,0.0,0,Ophthalmology,0.0,Needs Improvement
C_756594,3,4,5,50,5,100,8.0,0.0,0,1.0,0,0,0,0.0,11.0,8.0,0.0,0.0,0,4361,4353.0,0.9981655583581748,,0.0,0.0,0.0,396.0,0.0,1,操作系统,0.2384226894136091,Acceptable
C_932106,0,0,5,83,1,3,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,,0.0,0.0,0.0,,0.0,0,零基础晋级高级UI设计师,0.0,Needs Improvement
C_2286850,0,0,7,26,10,20,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,26,26.0,1.0,,0.0,0.0,0.0,,0.0,0,BEC（高级）阅读技巧与实践,0.0,Needs Improvement
C_894541,0,0,12,12,12,184,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1105,1105.0,1.0,1057.6333333333334,0.0,0.0,0.0,,0.0,0,经济学,0.0,Needs Improvement
C_1767521,0,2,8,26,8,99,13.0,0.0,1,1.0,99,7724,6189,0.0,15.0,9.0,8.0,4.0,6,3863,3850.0,0.996634739839503,763.825875,0.0,0.0,0.0769230769230769,,0.0,1,组织行为学,0.2985472649712474,Acceptable
C_680714,0,3,4,17,4,58,8.0,0.0,0,1.0,0,0,0,0.0,11.0,8.0,0.0,0.0,0,4379,4371.0,0.998173098881023,,0.0,0.0,0.0,336.0,0.0,1,电子商务,0.2448096266503392,Acceptable
C_1764869,0,0,10,109,84,168,4.0,0.0,1,0.0,52,78,43,0.0,0.0,0.0,5.0,4.0,5,93,89.0,0.956989247311828,432.9892156862745,0.0,0.0,0.0114678899082568,29.0,0.0,1,Natural Disasters（国际版）,0.2463426079401862,Acceptable
C_2244921,0,0,5,48,19,151,2.0,0.0,1,0.0,10,10,9,0.0,0.0,0.0,6.0,2.0,1,61,59.0,0.9672131147540984,,0.0,0.0,0.0625,,0.0,0,概率论,0.1350654299176467,Needs Improvement
C_1738818,0,2,14,115,12,63,102.0,0.0,1,1.0,63,423,266,0.0,32.0,11.0,249.0,92.0,63,10064,9962.0,0.9898648648648648,,0.9682539682539684,0.75,0.0228733459357277,20.0,0.0,2,普惠金融导论,0.4159358462922935,Excellent
C_680728,0,0,8,20,8,132,1.0,0.0,0,1.0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,2171,2170.0,0.9995393827729157,,0.0,0.0,0.0,336.0,0.0,1,现代企业物流,0.2281819352982207,Acceptable
C_866769,3,3,17,168,110,523,16.0,0.0,0,1.0,0,0,0,0.0,23.0,16.0,0.0,0.0,0,7730,7714.0,0.9979301423027168,722.0874523809523,0.0,0.0,0.0,20.0,0.0,1,电工技术,0.2185099849655045,Acceptable
C_696653,0,0,5,9,3,20,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,,0.0,0.0,0.0,,0.0,0,创业人力资源管理：如何招聘合适人才,0.0,Needs Improvement
C_1940647,0,0,2,12,0,0,39.0,0.0,1,1.0,0,0,0,0.0,1.0,1.0,101.0,39.0,9,156,117.0,0.75,,0.0,0.0,0.1901709401709401,20.0,0.0,0,财务分析与财务管理,0.0669872981077807,Needs Improvement
C_2059284,0,0,6,43,2,2,1.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,2.0,1.0,0,28,27.0,0.9642857142857144,,0.0,0.0,0.0465116279069767,,0.0,0,Listening and Speaking English for Marine ETO,0.0,Needs Improvement
C_676643,0,0,7,28,7,52,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,39,39.0,1.0,300.9150416666667,0.0,0.0,0.0,,0.0,0,创新创业心理学,0.0,Needs Improvement
C_2199351,0,0,15,15,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,10,10.0,1.0,,0.0,0.0,0.0,,0.0,0,在线教学课例与解析——“电路原理”课程的在线教学,0.0,Needs Improvement
C_758208,0,2,27,54,27,217,3.0,0.0,0,1.0,0,0,0,0.0,4.0,3.0,0.0,0.0,0,11988,11985.0,0.9997497497497496,,0.0,0.0,0.0,,0.0,0,语文·听说,0.2151992555401077,Needs Improvement
C_1731881,0,0,16,109,16,240,0.0,0.0,0,0.0,15,23,13,0.0,0.0,0.0,0.0,0.0,0,225,225.0,1.0,,0.0,0.0,0.0,,0.0,0,环境毒理学,0.0625,Needs Improvement
C_682340,3,7,10,34,10,50,14.0,0.0,1,1.0,50,92,55,0.0,41.0,13.0,1.0,1.0,1,1079,1065.0,0.9870250231696016,,0.0,0.0,0.0294117647058823,,0.0,0,神奇的普洱茶,0.1953605978192081,Needs Improvement
C_859519,1,4,11,38,16,119,33.0,0.0,0,1.0,0,0,0,0.0,198.0,33.0,0.0,0.0,0,3965,3932.0,0.9916771752837328,,0.0,0.0,0.0,,0.0,1,汽车发动机构造,0.2245968790364588,Acceptable
C_1750788,0,0,9,56,47,61,0.0,0.0,0,0.0,6,6,2,0.0,0.0,0.0,0.0,0.0,0,593,593.0,1.0,,0.0,0.0,0.0,,0.0,0,零售药店管理实务,0.1439389488678115,Needs Improvement
C_682302,0,0,11,157,11,220,1.0,0.0,0,1.0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,1304,1303.0,0.9992331288343558,460.5785159235669,0.0,0.0,0.0,20.0,0.0,1,核辐射物理及探测学,0.2232723867893153,Acceptable
C_680812,0,0,9,171,13,69,3.0,0.0,0,1.0,0,0,0,0.0,3.0,3.0,0.0,0.0,0,1357,1354.0,0.997789240972734,749.9841228070176,0.0,0.0,0.0,,0.0,1,催化剂设计与制备,0.2339676537145735,Acceptable
C_2219608,0,0,15,15,0,0,1.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,13.0,1.0,10,20,19.0,0.95,,0.0,0.0,0.6666666666666666,,0.0,0,面向新时代学生的课程设计与课程思政,0.0469289549226373,Needs Improvement
C_2141847,0,0,14,41,14,413,84.0,0.0,1,0.0,372,6069,2779,0.0,0.0,0.0,142.0,78.0,15,1017,933.0,0.9174041297935104,,0.6491994465175547,0.4693877551020408,0.0440900562851782,,0.0,2,政治经济学,0.5048017760854094,Excellent
C_682266,3,0,11,49,9,66,5.0,0.0,0,1.0,0,0,0,0.0,9.0,5.0,0.0,0.0,0,1504,1499.0,0.9966755319148936,348.7836734693878,0.0,0.0,0.0,20.0,0.0,1,集成传感器,0.2262006512675489,Acceptable
C_677052,0,0,11,135,57,424,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,8,8.0,1.0,,0.0,0.0,0.0,484.0,0.0,0,C程序设计案例教程（基础）,0.0,Needs Improvement
C_681554,0,0,4,15,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,,0.0,0.0,0.0,,0.0,0,微软人工智能 – 深度学习框架和工具,0.0,Needs Improvement
C_791822,0,0,7,29,30,132,3.0,0.0,0,1.0,0,0,0,0.0,21.0,3.0,0.0,0.0,0,480,477.0,0.99375,,0.0,0.0,0.0,,0.0,1,走进中国传统造物的审美世界,0.230690741837928,Acceptable
C_1765598,0,0,11,89,11,110,0.0,0.0,0,0.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0,53,53.0,1.0,256.46065789473687,0.0,0.0,0.0,,0.0,0,Veterinary Parasitology,0.0909090909090909,Needs Improvement
C_1912188,0,0,3,6,0,0,26.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,283.0,26.0,6,468,442.0,0.9444444444444444,,0.0,0.0,0.25,,0.0,0,21考研政治80分备考规划,0.0715586969217895,Needs Improvement
C_682756,0,0,15,70,9,106,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,98,98.0,1.0,1029.1852428571428,0.0,0.0,0.0,,0.0,0,Age of Sustainable Development,0.0,Needs Improvement
C_1992960,0,0,9,91,17,455,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,54,54.0,1.0,,0.0,0.0,0.0,1001.0,0.0,0, Food Chemistry ,0.0,Needs Improvement
C_1760323,0,1,8,55,51,236,2.0,0.0,0,1.0,45,55,28,0.0,1.0,1.0,0.0,0.0,0,422,420.0,0.995260663507109,,0.0,0.0196078431372549,0.0,,0.0,0,概率论与数理统计,0.1799671124917555,Needs Improvement
C_682131,1,1,15,112,11,166,7.0,0.0,0,1.0,0,0,0,0.0,12.0,7.0,0.0,0.0,0,2946,2939.0,0.9976238968092328,572.6438709677419,0.0,0.0,0.0,,0.0,1,C君带你玩编程,0.2232723867893154,Acceptable
C_680823,1,12,17,42,17,228,64.0,0.0,0,1.0,0,0,0,0.0,822.0,64.0,0.0,0.0,0,18634,18570.0,0.9965654180530212,,0.0,0.0,0.0,511.0,0.0,1,营销在移动互联网时代,0.2190625625250125,Acceptable
C_2266756,0,0,3,34,14,14,2.0,0.0,1,0.0,14,26,21,0.0,0.0,0.0,4.0,2.0,4,58,56.0,0.9655172413793104,,0.0,0.0,0.0588235294117647,901.0,0.0,2,点集拓扑,0.4594088456690404,Excellent
C_947796,0,0,9,49,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,,0.0,0.0,0.0,,0.0,0,艺术导论,0.0,Needs Improvement
C_697289,9,5,8,61,14,82,20.0,0.0,0,1.0,0,0,0,0.0,79.0,20.0,0.0,0.0,0,13358,13338.0,0.99850276987573,,0.0,0.0,0.0,,0.0,1,创新思维与发明问题解决方法,0.2584351930706933,Acceptable
C_947229,0,3,4,38,7,32,13.0,0.0,0,1.0,0,0,0,0.0,21.0,13.0,0.0,0.0,0,9787,9774.0,0.9986717073669154,,0.0,0.0,0.0,489.0,0.0,1,生活与生态,0.2448096266503392,Acceptable
C_681636,0,2,17,60,16,80,25.0,0.0,0,1.0,0,0,0,0.0,39.0,25.0,0.0,0.0,0,18200,18175.0,0.9986263736263736,,0.0,0.0,0.0,,0.0,1,中国古代舞蹈史,0.2190625625250125,Acceptable
C_1755846,2,1,13,36,68,125,9.0,0.0,1,1.0,46,254,168,0.0,11.0,2.0,30.0,7.0,14,311,302.0,0.9710610932475884,592.5363333333333,0.7,0.1029411764705882,0.115079365079365,20.0,0.0,2,Introduction to Cancer Biology,0.4973945426083173,Excellent
C_1755888,0,0,8,19,9,18,15.0,0.0,1,1.0,15,230,186,0.0,15.0,6.0,30.0,11.0,16,264,249.0,0.9431818181818182,774.6731052631578,0.0,0.0,0.1435406698564593,20.0,0.0,2,Chinese Landscape Painting Technique,0.6514543691033485,Excellent
C_677026,0,0,6,13,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,33,33.0,1.0,,0.0,0.0,0.0,,0.0,0,互联网思维,0.0,Needs Improvement
C_2335746,0,0,11,43,34,536,0.0,0.0,0,0.0,12,12,6,0.0,0.0,0.0,0.0,0.0,0,93,93.0,1.0,,0.0,0.0,0.0,,0.0,0,财务会计,0.1737217212093963,Needs Improvement
C_1761372,0,0,5,57,5,24,0.0,0.0,0,0.0,12,17,12,0.0,0.0,0.0,0.0,0.0,0,104,104.0,1.0,322.7590588235294,0.0,0.0,0.0,20.0,0.0,2,New course mode in e-era,0.4874584047409528,Excellent
C_682331,0,0,12,63,11,111,2.0,0.0,0,1.0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,1210,1208.0,0.9983471074380166,732.0890517241379,0.0,0.0,0.0,271.0,0.0,1,固体废物处置与资源化,0.2232723867893153,Acceptable
C_696593,0,0,5,37,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,,0.0,0.0,0.0,205.0,0.0,0,云计算专业微学位（进阶课程）,0.0,Needs Improvement
C_2287004,0,0,9,46,9,80,6.0,0.0,1,0.0,80,209,169,0.0,0.0,0.0,10.0,6.0,2,131,125.0,0.9541984732824428,,0.0,0.0,0.0326086956521739,,0.0,1,液压与气压传动,0.285826220282437,Acceptable
C_1875524,0,0,6,47,35,195,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,254,254.0,1.0,,0.0,0.0,0.0,,0.0,0,烘焙加工技术,0.0,Needs Improvement
C_932179,1,13,14,71,14,383,30.0,0.0,1,1.0,1,1,1,0.0,48.0,26.0,22.0,4.0,2,6121,6091.0,0.995098840058814,,0.0,0.0,0.0774647887323943,,0.0,0,医学细胞生物学,0.0517241379310344,Needs Improvement
C_747690,0,8,6,33,13,180,36.0,0.0,0,1.0,0,0,0,0.0,106.0,36.0,0.0,0.0,0,2045,2009.0,0.98239608801956,,0.0,0.0,0.0,,0.0,1,环境设计专业导论,0.2448096266503392,Acceptable
C_1974389,0,0,5,80,0,0,4.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,7.0,4.0,2,20,16.0,0.8,,0.0,0.0,0.021875,,0.0,0,22考研英语一高分系统班,0.0267949192431122,Needs Improvement
C_2223976,0,0,11,30,18,67,2.0,0.0,0,0.0,64,125,88,0.0,0.0,0.0,2.0,2.0,0,614,612.0,0.996742671009772,,0.0,0.0,0.0333333333333333,,0.0,2,网络信息资源获取与管理,0.4878956193777329,Excellent
C_2338020,0,0,6,161,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,,0.0,0.0,0.0,20.0,0.0,0,（疾风计划）计算机组成原理,0.0,Needs Improvement
C_681885,0,0,7,28,5,21,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,1117.3354642857144,0.0,0.0,0.0,,0.0,0,微软亚洲研究院大数据系列讲座（2018春）,0.0,Needs Improvement
C_696904,1,6,5,56,13,14,15.0,0.0,0,1.0,0,0,0,0.0,17.0,15.0,0.0,0.0,0,7047,7032.0,0.9978714346530438,,0.0,0.0,0.0,,0.0,1,高等数学精讲（上）,0.2384226894136091,Acceptable
C_681272,0,0,9,53,10,46,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,4,4.0,1.0,596.4122452830188,0.0,0.0,0.0,205.0,0.0,0,旷世名琴诉说的故事,0.0,Needs Improvement
C_1750793,1,0,11,36,10,50,67.0,0.0,0,1.0,50,1041,895,0.0,196.0,36.0,0.0,0.0,0,1773,1706.0,0.9622109419063734,,0.8274076898559516,0.8634146341463415,0.0,,0.0,2,大学生精益创新创业实践,0.6215981914475524,Excellent
